1,66,20,66
2,87,67,19
3,51,79,63
4,59,92,7
5,62,3,85
6,3,54,71
7,100,41,98
8,66,9,41
9,62,17,43
10,49,51,52
11,39,51,76
12,1,57,43
13,15,60,54
14,82,63,33
15,76,44,58
16,91,94,2
17,94,92,83
18,47,5,8
19,69,52,30
20,4,86,20
21,80,64,64
22,69,82,96
23,77,15,85
24,16,11,8
25,39,3,77
26,33,60,66
27,85,1,83
28,58,98,76
29,83,99,87
30,46,51,42
31,92,57,4
32,22,85,55
33,14,25,14
34,30,47,12
35,27,36,58
36,71,49,80
37,84,47,18
38,24,49,89
39,53,12,19
40,18,48,74
41,9,16,85
42,86,38,33
43,44,97,58
44,18,83,21
45,57,10,49
46,46,10,79
47,19,97,57
48,6,11,37
49,26,15,62
50,5,3,85
51,45,29,18
52,56,66,43
53,8,72,66
54,83,90,7
55,4,46,99
56,39,61,49
57,1,60,23
58,40,23,21
59,93,49,100
60,12,37,93
61,55,26,97
62,22,37,46
63,93,11,94
64,9,21,71
65,6,91,71
66,25,17,63
67,22,71,23
68,81,19,97
69,40,56,48
70,35,81,91
71,81,37,73
72,53,27,14
73,78,38,14
74,21,46,67
75,65,62,100
76,57,28,44
77,99,72,40
78,20,45,18
79,93,50,35
80,100,42,62
81,71,52,30
82,77,66,99
83,43,100,44
84,40,92,2
85,55,47,69
86,61,98,56
87,22,100,98
88,27,21,93
89,14,87,12
90,81,20,95
91,100,19,57
92,25,99,31
93,5,11,1
94,51,24,65
95,7,32,32
96,11,18,53
97,93,57,75
98,74,77,92
99,49,90,90
100,48,28,51
