1,1458,1,1
2,598,1,2
3,1332,1,3
4,761,1,4
5,439,1,5
6,666,1,6
7,815,1,7
8,1545,1,8
9,1839,1,9
10,1677,1,10
11,927,1,11
12,325,1,12
13,1069,1,13
14,505,1,14
15,125,1,15
16,1677,1,16
17,967,1,17
18,1032,1,18
19,867,1,19
20,586,1,20
21,797,1,21
22,1487,1,22
23,25,1,23
24,778,1,24
25,1065,1,25
26,475,1,26
27,1028,1,27
28,1533,1,28
29,231,1,29
30,554,1,30
31,778,1,31
32,1566,1,32
33,1479,1,33
34,1326,1,34
35,1545,1,35
36,1222,1,36
37,1008,1,37
38,269,1,38
39,568,1,39
40,766,1,40
41,1399,1,41
42,988,1,42
43,942,1,43
44,196,1,44
45,576,1,45
46,478,1,46
47,1762,1,47
48,1905,1,48
49,1317,1,49
50,775,1,50
51,34,1,51
52,360,1,52
53,1685,1,53
54,1526,1,54
55,1080,1,55
56,1216,1,56
57,1166,1,57
58,1442,1,58
59,554,1,59
60,1125,1,60
61,430,1,61
62,1652,1,62
63,817,1,63
64,1244,1,64
65,118,1,65
66,1366,1,66
67,940,1,67
68,182,1,68
69,560,1,69
70,250,1,70
71,1062,1,71
72,936,1,72
73,467,1,73
74,1646,1,74
75,1925,1,75
76,1368,1,76
77,1557,1,77
78,830,1,78
79,21,1,79
80,1130,1,80
81,1920,1,81
82,1867,1,82
83,1748,1,83
84,396,1,84
85,1896,1,85
86,1707,1,86
87,1823,1,87
88,78,1,88
89,748,1,89
90,160,1,90
91,701,1,91
92,1847,1,92
93,1946,1,93
94,1773,1,94
95,1034,1,95
96,1892,1,96
97,728,1,97
98,1927,1,98
99,1767,1,99
100,1393,1,100
101,1265,2,1
102,1064,2,2
103,960,2,3
104,93,2,4
105,652,2,5
106,1786,2,6
107,894,2,7
108,1449,2,8
109,1683,2,9
110,1810,2,10
111,46,2,11
112,578,2,12
113,834,2,13
114,1867,2,14
115,1985,2,15
116,47,2,16
117,495,2,17
118,261,2,18
119,1606,2,19
120,1196,2,20
121,202,2,21
122,1036,2,22
123,1365,2,23
124,57,2,24
125,964,2,25
126,1934,2,26
127,1949,2,27
128,1677,2,28
129,1765,2,29
130,920,2,30
131,1105,2,31
132,1343,2,32
133,1080,2,33
134,560,2,34
135,1838,2,35
136,1862,2,36
137,970,2,37
138,856,2,38
139,1232,2,39
140,1247,2,40
141,1347,2,41
142,129,2,42
143,1429,2,43
144,1823,2,44
145,755,2,45
146,879,2,46
147,626,2,47
148,937,2,48
149,33,2,49
150,652,2,50
151,996,2,51
152,754,2,52
153,864,2,53
154,559,2,54
155,1882,2,55
156,1316,2,56
157,1924,2,57
158,1006,2,58
159,1298,2,59
160,1584,2,60
161,1396,2,61
162,1873,2,62
163,561,2,63
164,791,2,64
165,1455,2,65
166,281,2,66
167,23,2,67
168,523,2,68
169,307,2,69
170,849,2,70
171,386,2,71
172,1377,2,72
173,268,2,73
174,1124,2,74
175,50,2,75
176,330,2,76
177,251,2,77
178,319,2,78
179,1613,2,79
180,194,2,80
181,1623,2,81
182,40,2,82
183,547,2,83
184,360,2,84
185,712,2,85
186,992,2,86
187,581,2,87
188,1456,2,88
189,1985,2,89
190,1093,2,90
191,1265,2,91
192,21,2,92
193,429,2,93
194,1626,2,94
195,1649,2,95
196,1699,2,96
197,1630,2,97
198,1467,2,98
199,757,2,99
200,1939,2,100
201,194,3,1
202,1068,3,2
203,1406,3,3
204,888,3,4
205,119,3,5
206,1362,3,6
207,397,3,7
208,1147,3,8
209,1601,3,9
210,916,3,10
211,955,3,11
212,146,3,12
213,633,3,13
214,210,3,14
215,490,3,15
216,438,3,16
217,1591,3,17
218,1143,3,18
219,1692,3,19
220,580,3,20
221,1636,3,21
222,1691,3,22
223,483,3,23
224,980,3,24
225,9,3,25
226,1260,3,26
227,1176,3,27
228,1065,3,28
229,1101,3,29
230,1519,3,30
231,799,3,31
232,632,3,32
233,1101,3,33
234,1361,3,34
235,635,3,35
236,636,3,36
237,668,3,37
238,339,3,38
239,14,3,39
240,1209,3,40
241,653,3,41
242,1173,3,42
243,1028,3,43
244,928,3,44
245,990,3,45
246,1409,3,46
247,1809,3,47
248,531,3,48
249,296,3,49
250,1436,3,50
251,744,3,51
252,458,3,52
253,388,3,53
254,761,3,54
255,1566,3,55
256,1572,3,56
257,1760,3,57
258,239,3,58
259,318,3,59
260,1089,3,60
261,690,3,61
262,1995,3,62
263,1821,3,63
264,1936,3,64
265,605,3,65
266,121,3,66
267,1553,3,67
268,1141,3,68
269,402,3,69
270,175,3,70
271,590,3,71
272,1342,3,72
273,1736,3,73
274,442,3,74
275,1041,3,75
276,341,3,76
277,575,3,77
278,814,3,78
279,401,3,79
280,72,3,80
281,1489,3,81
282,1768,3,82
283,866,3,83
284,1432,3,84
285,10,3,85
286,1654,3,86
287,811,3,87
288,31,3,88
289,410,3,89
290,1033,3,90
291,779,3,91
292,1477,3,92
293,1176,3,93
294,921,3,94
295,248,3,95
296,612,3,96
297,457,3,97
298,1354,3,98
299,1704,3,99
300,1963,3,100
301,369,4,1
302,223,4,2
303,563,4,3
304,416,4,4
305,746,4,5
306,1084,4,6
307,1032,4,7
308,1226,4,8
309,131,4,9
310,528,4,10
311,1680,4,11
312,1613,4,12
313,474,4,13
314,1650,4,14
315,784,4,15
316,279,4,16
317,1293,4,17
318,954,4,18
319,35,4,19
320,1707,4,20
321,1325,4,21
322,660,4,22
323,935,4,23
324,204,4,24
325,661,4,25
326,1249,4,26
327,646,4,27
328,1004,4,28
329,282,4,29
330,543,4,30
331,232,4,31
332,165,4,32
333,1875,4,33
